timestamp,signal,confidence,entry,tp,sl
2026-05-11 11:40:00,BUY,94.46,80782.04,81185.95,80580.08
2026-05-11 11:45:00,BUY,93.49,80913.46,81318.03,80711.18
2026-05-11 11:50:00,BUY,94.12,80858.0,81262.29,80655.86
2026-05-11 11:55:00,BUY,94.08,80982.0,81386.91,80779.54
2026-05-11 12:00:00,BUY,95.11,80988.0,81392.94,80785.53
2026-05-11 14:20:00,BUY,87.31,80836.34,81240.52,80634.25
